MUNICIPIO;NATUREZA DO FATO;ARMA UTILIZADA;SEXO;IDADE;DATA
PACATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-03-03
MARANGUAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;F;20;2018-03-04
AMONTADA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2018-03-04
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2018-03-04
REDENCAO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2018-03-04
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;46;2018-03-04
BARREIRA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2018-03-04
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2018-03-04
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;58;2018-03-04
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-03-04
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-03-04
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;35;2018-03-04
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-03-04
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;30;2018-03-04
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2018-03-04
PACATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2018-03-04
UMIRIM;HOMICIDIO DOLOSO;ARMA BRANCA;M;28;2018-03-05
ARACATI;HOMICIDIO DOLOSO;ARMA DE FOGO;M;48;2018-03-05
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2018-03-05
MARCO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2018-03-05
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;46;2018-03-05
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2018-03-05
PACATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-03-05
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;F;37;2018-03-05
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2018-03-06
ITAREMA;HOMICIDIO DOLOSO;OUTROS;M;;2018-03-06
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;M;;2018-03-06
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-03-06
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2018-03-06
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-03-06
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2018-03-06
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2018-03-06
ITAITINGA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2018-03-06
SENADOR POMPEU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;37;2018-03-06
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-03-06
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2018-03-06
JARDIM;HOMICIDIO DOLOSO;ARMA DE FOGO;M;43;2018-03-06
MARCO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-03-06
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;M;24;2018-03-06
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;47;2018-03-06
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-03-06
FORTIM;HOMICIDIO DOLOSO;ARMA DE FOGO;M;50;2018-03-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2018-03-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;58;2018-03-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2018-03-07
QUIXERE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2018-03-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2018-03-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-03-07
MISSAO VELHA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-03-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;37;2018-03-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;31;2018-03-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2018-03-07
CAUCAIA;HOMICIDIO DOLOSO;ARMA BRANCA;M;33;2018-03-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2018-03-08
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-03-08
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-03-08
TAUA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;66;2018-03-08
CEDRO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-03-08
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-03-08
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;53;2018-03-08
MARACANAU;HOMICIDIO DOLOSO;ARMA BRANCA;M;29;2018-03-08
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;63;2018-03-08
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;36;2018-03-08
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2018-03-08
JIJOCA DE JERICOACOARA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;39;2018-03-08
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2018-03-09
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;45;2018-03-09
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;39;2018-03-09
MARANGUAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2018-03-09
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2018-03-09
CAMPOS SALES;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2018-03-09
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2018-03-09
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-03-09
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;F;31;2018-03-09
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2018-03-09
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2018-03-09
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2018-03-09
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2018-03-09
IBIAPINA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;47;2018-03-09
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;F;22;2018-03-09
RUSSAS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;67;2018-03-09
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-03-09
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-03-09
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2018-03-09
MISSAO VELHA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;65;2018-03-09
MARACANAU;ROUBO SEGUIDO DE MORTE (LATROCINIO);ARMA DE FOGO;M;26;2018-03-09
EUSEBIO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-03-09
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-03-09
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;F;23;2018-03-09
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-03-09
VARJOTA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2018-03-09
ACARAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-03-10
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2018-03-10
BREJO SANTO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2018-03-10
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;44;2018-03-10
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-03-10
MORADA NOVA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2018-03-10
MARANGUAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-03-10
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-03-10
CRATO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-03-11
PARAIPABA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-03-11
TAUA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2018-03-11
CASCAVEL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;40;2018-03-11
ITAITINGA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;35;2018-03-11
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2018-03-11
PENTECOSTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-03-11
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-03-12
BANABUIU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-03-12
BARRO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;52;2018-03-12
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2018-03-12
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2018-03-12
MARACANAU;ROUBO SEGUIDO DE MORTE (LATROCINIO);ARMA DE FOGO;M;36;2018-03-12
BANABUIU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;40;2018-03-12
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;40;2018-03-12
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2018-03-12
ITAREMA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2018-03-12
VARZEA ALEGRE;HOMICIDIO DOLOSO;ARMA BRANCA;M;51;2018-03-12
IGUATU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-03-12
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-03-12
VICOSA DO CEARA;HOMICIDIO DOLOSO;ARMA BRANCA;M;55;2018-03-12
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2018-03-12
ITAREMA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;35;2018-03-12
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;F;81;2018-03-12
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;44;2018-03-12
ICO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;43;2018-03-12
TAUA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-03-12
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;36;2018-03-12
CAPISTRANO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2018-03-12
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;44;2018-03-12
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2018-03-12
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-03-13
ITAITINGA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;38;2018-03-13
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2018-03-13
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2018-03-13
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2018-03-13
CARIDADE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;49;2018-03-13
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2018-03-13
BELA CRUZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2018-03-13
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2018-03-13
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-03-13
MORRINHOS;HOMICIDIO DOLOSO;ARMA DE FOGO;F;29;2018-03-13
ALTO SANTO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-03-14
PARAIPABA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;36;2018-03-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-03-14
SAO GONCALO DO AMARANTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2018-03-14
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;44;2018-03-14
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;40;2018-03-14
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2018-03-14
VICOSA DO CEARA;HOMICIDIO DOLOSO;ARMA BRANCA;M;32;2018-03-14
PARACURU;HOMICIDIO DOLOSO;ARMA BRANCA;F;15;2018-03-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;25;2018-03-14
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2018-03-14
JUCAS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-03-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;22;2018-03-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2018-03-14
BANABUIU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2018-03-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-03-15
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2018-03-15
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;14;2018-03-15
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2018-03-15
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2018-03-15
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-03-15
MORADA NOVA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2018-03-15
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2018-03-15
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;;2018-03-15
ACARAU;HOMICIDIO DOLOSO;ARMA BRANCA;F;50;2018-03-15
CAMOCIM;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2018-03-15
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-03-16
BEBERIBE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;46;2018-03-16
ALCÂNTARAS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-03-16
BEBERIBE;HOMICIDIO DOLOSO;ARMA BRANCA;M;37;2018-03-16
CASCAVEL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;38;2018-03-16
JIJOCA DE JERICOACOARA;HOMICIDIO DOLOSO;ARMA BRANCA;M;44;2018-03-16
IPAUMIRIM;HOMICIDIO DOLOSO;OUTROS;M;74;2018-03-16
MOMBACA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;54;2018-03-16
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-03-16
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-03-16
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;M;57;2018-03-16
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2018-03-17
ITAITINGA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2018-03-17
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;47;2018-03-17
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;14;2018-03-17
CARIUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-03-17
PENTECOSTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2018-03-17
PACOTI;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2018-03-17
SENADOR POMPEU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;44;2018-03-17
ITAICABA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2018-03-17
TAUA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;23;2018-03-17
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;15;2018-03-17
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2018-03-17
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;53;2018-03-17
QUIXERE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;35;2018-03-17
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2018-03-17
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;14;2018-03-17
ARATUBA;FEMINICIDIO;ARMA BRANCA;F;43;2018-03-17
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-03-17
AURORA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-03-17
QUIXERAMOBIM;HOMICIDIO DOLOSO;ARMA BRANCA;M;20;2018-03-17
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2018-03-17
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2018-03-17
BEBERIBE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2018-03-17
FORTALEZA;HOMICIDIO DOLOSO;OUTROS;M;51;2018-03-18
MADALENA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-03-18
PARAIPABA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;41;2018-03-18
MULUNGU;HOMICIDIO DOLOSO;ARMA DE FOGO;F;23;2018-03-18
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2018-03-18
MARANGUAPE;HOMICIDIO DOLOSO;OUTROS;M;;2018-03-18
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-03-18
SOBRAL;HOMICIDIO DOLOSO;ARMA BRANCA;M;28;2018-03-18
MADALENA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2018-03-18
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2018-03-18
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-03-18
IPUEIRAS;HOMICIDIO DOLOSO;OUTROS;M;32;2018-03-18
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;46;2018-03-18
ITAITINGA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2018-03-18
JIJOCA DE JERICOACOARA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-03-19
CRATO;HOMICIDIO DOLOSO;ARMA BRANCA;M;75;2018-03-19
CASCAVEL;HOMICIDIO DOLOSO;OUTROS;M;;2018-03-19
CASCAVEL;HOMICIDIO DOLOSO;OUTROS;M;;2018-03-19
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2018-03-19
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2018-03-19
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2018-03-19
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2018-03-19
HORIZONTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2018-03-19
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2018-03-19
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-03-19
PACAJUS;HOMICIDIO DOLOSO;ARMA BRANCA;M;20;2018-03-20
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2018-03-20
VICOSA DO CEARA;HOMICIDIO DOLOSO;ARMA BRANCA;M;49;2018-03-20
ITAREMA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;25;2018-03-20
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2018-03-20
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-03-20
JIJOCA DE JERICOACOARA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2018-03-20
ITAREMA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2018-03-20
ITAREMA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2018-03-20
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2018-03-20
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;38;2018-03-20
REDENCAO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;49;2018-03-20
SOBRAL;HOMICIDIO DOLOSO;OUTROS;F;43;2018-03-20
PARAMBU;HOMICIDIO DOLOSO;ARMA DE FOGO;F;26;2018-03-20
REDENCAO;HOMICIDIO DOLOSO;ARMA DE FOGO;F;21;2018-03-20
FORTALEZA;HOMICIDIO DOLOSO;OUTROS;M;;2018-03-21
MUCAMBO;HOMICIDIO DOLOSO;OUTROS;M;61;2018-03-21
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2018-03-21
IGUATU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;46;2018-03-21
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2018-03-21
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2018-03-21
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2018-03-21
SOBRAL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2018-03-21
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;48;2018-03-21
GUAIUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;39;2018-03-21
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;42;2018-03-22
QUIXADA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-03-22
BEBERIBE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2018-03-22
GUARAMIRANGA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-03-22
BELA CRUZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-03-22
ITAREMA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;37;2018-03-22
PARACURU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2018-03-22
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-03-22
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2018-03-22
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;49;2018-03-22
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;F;33;2018-03-22
SAO LUIS DO CURU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2018-03-22
RUSSAS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2018-03-22
VICOSA DO CEARA;HOMICIDIO DOLOSO;OUTROS;M;51;2018-03-22
JARDIM;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2018-03-22
JIJOCA DE JERICOACOARA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;47;2018-03-23
CRATO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2018-03-23
TRAIRI;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2018-03-23
CANINDE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-03-23
CANINDE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2018-03-23
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2018-03-23
MARANGUAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-03-23
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-03-23
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2018-03-23
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2018-03-23
MARANGUAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2018-03-23
ACOPIARA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2018-03-23
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;21;2018-03-23
BANABUIU;HOMICIDIO DOLOSO;OUTROS;M;24;2018-03-23
QUIXADA;HOMICIDIO DOLOSO;OUTROS;M;37;2018-03-24
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2018-03-24
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2018-03-24
BOA VIAGEM;HOMICIDIO DOLOSO;ARMA BRANCA;M;48;2018-03-24
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2018-03-24
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-03-24
TIANGUA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;39;2018-03-24
TRAIRI;HOMICIDIO DOLOSO;ARMA BRANCA;M;44;2018-03-24
SANTANA DO ACARAU;HOMICIDIO DOLOSO;ARMA BRANCA;M;15;2018-03-24
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2018-03-24
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2018-03-24
RUSSAS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2018-03-25
RUSSAS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2018-03-25
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2018-03-25
RUSSAS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;15;2018-03-25
IPU;FEMINICIDIO;ARMA BRANCA;F;25;2018-03-25
MORADA NOVA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;44;2018-03-25
IPU;HOMICIDIO DOLOSO;ARMA BRANCA;M;27;2018-03-25
GROAIRAS;HOMICIDIO DOLOSO;ARMA BRANCA;M;32;2018-03-25
BARBALHA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2018-03-25
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2018-03-25
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;50;2018-03-25
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2018-03-25
PARAIPABA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2018-03-25
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;M;24;2018-03-25
ITAPIUNA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;54;2018-03-25
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2018-03-25
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2018-03-26
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2018-03-26
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2018-03-26
PACATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2018-03-26
